Filename,Pin,Direction,Max_rise_time,Max_fall_time,Worst_transition,Limit,Slack
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U96/A0, in, 0.222595, 0.161356, 0.222595, 0.200000,0.022595
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/Upteco_drc__December09__PTECO_DRC_BUF59/A, in, 0.220879, 0.196132, 0.220879, 0.200000,0.020879
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU3_0__pulse_sampling_u3/PO_SGI20_384012/Y, out, 0.220402, 0.219101, 0.220402, 0.200000,0.020402
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU3_0__pulse_sampling_u3/PO_SGI23_384014/A, in, 0.220276, 0.219458, 0.220276, 0.200000,0.020276
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U61/A0, in, 0.219740, 0.160341, 0.219740, 0.200000,0.01974
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U131/A0, in, 0.219316, 0.160686, 0.219316, 0.200000,0.019316
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U76/A0, in, 0.217813, 0.160131, 0.217813, 0.200000,0.017813
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU0_14__pulse_sampling_u0/PO_SGI70_384138/Y, out, 0.217411, 0.204848, 0.217411, 0.200000,0.017411
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU0_14__pulse_sampling_u0/PO_SGI76_384140/A, in, 0.217382, 0.204949, 0.217382, 0.200000,0.017382
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln0_rxdiv_i/pll_clk_ATibuf_i101/A, in, 0.213562, 0.209131, 0.213562, 0.200000,0.013562
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/serdes_s4_cfg_lifc_u0/PO_AINV_P_80439/Y, out, 0.207711, 0.178122, 0.207711, 0.200000,0.007711
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_76_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_75_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch78_reg/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_74_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_78_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381224/Y, out, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_80_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_79_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_81_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch81_reg/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_77_/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch75_reg/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch79_reg/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch80_reg/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch77_reg/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch74_reg/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch76_reg/SI, in, 0.206560, 0.165183, 0.206560, 0.200000,0.00656
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U69/A0, in, 0.205791, 0.149295, 0.205791, 0.200000,0.005791
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U73/A0, in, 0.205761, 0.149291, 0.205761, 0.200000,0.005761
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U207/A0, in, 0.205382, 0.149243, 0.205382, 0.200000,0.005382
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_dmux_txa/U101/A0, in, 0.205363, 0.157947, 0.205363, 0.200000,0.005363
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_26_/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_13_/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_14_/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_27_/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_15_/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_reg_25_/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch27_reg/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch25_reg/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch9_reg/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch15_reg/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch13_reg/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch11_reg/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch26_reg/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch14_reg/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/PO_AINV_P_381234/Y, out, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,lifcc_gate_tessent_tdr_MEM_PROGRAMMABLE_BITs_inst/tdr_latch12_reg/SI, in, 0.203808, 0.163802, 0.203808, 0.200000,0.003808
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U209/A0, in, 0.203476, 0.148885, 0.203476, 0.200000,0.003476
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U72/A0, in, 0.203248, 0.148802, 0.203248, 0.200000,0.003248
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U74/A0, in, 0.202340, 0.148527, 0.202340, 0.200000,0.00234
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U206/A0, in, 0.201822, 0.147416, 0.201822, 0.200000,0.001822
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU2_6__pulse_sampling_u2/PO_SGI23_383944/A, in, 0.201260, 0.190570, 0.201260, 0.200000,0.00126
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U68/A0, in, 0.201242, 0.147182, 0.201242, 0.200000,0.001242
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/led_signal_sync_u0/PSU2_6__pulse_sampling_u2/PO_SGI20_383942/Y, out, 0.201238, 0.190452, 0.201238, 0.200000,0.001238
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U70/A0, in, 0.201150, 0.147128, 0.201150, 0.200000,0.00115
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U37/A0, in, 0.200970, 0.148001, 0.200970, 0.200000,0.00097
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_dpl/i_dpl_core/i_ln2/i_bist_tx_top/U36/A0, in, 0.200045, 0.147531, 0.200045, 0.200000,4.5e-05
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP2, in, 0.200000, 0.200000, 0.200000, 0.100000,0.1
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP3, in, 0.200000, 0.200000, 0.200000, 0.100000,0.1
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP2, in, 0.200000, 0.200000, 0.200000, 0.100000,0.1
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,cfg/cfg_pcie_top/pcie_wrapper_u0/u_pma/RXP3, in, 0.200000, 0.200000, 0.200000, 0.100000,0.1
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_afe/afe_sr_atest_sel_i[5], in, 0.149389, 0.165659, 0.165659, 0.151700,0.013959
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_afe/afe_dr_acal_sel_i[1], in, 0.143821, 0.159225, 0.159225, 0.150000,0.009225
data_trans2.lifcc.SH.SigRCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/i_afe/afe_dr_acal_sel_i[0], in, 0.137027, 0.152137, 0.152137, 0.150000,0.002137
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_20/A, in, 3.797090, 3.806400, 3.806400, 0.200000,3.6064
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln1_rxdiv_i/pll_clk_ATibuf_i101/A, in, 1.756086, 1.757399, 1.757399, 0.200000,1.5574
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_21/A, in, 1.502949, 1.499277, 1.502949, 0.200000,1.3029
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445104/A, in, 1.400095, 1.372030, 1.400095, 0.200000,1.2001
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_391/A, in, 1.400082, 1.372026, 1.400082, 0.200000,1.2001
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445109/A, in, 1.394177, 1.385653, 1.394177, 0.200000,1.1942
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_385/A, in, 1.394172, 1.385647, 1.394172, 0.200000,1.1942
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,serdes_s4_lifc_u0/sbphys2a1s14lpp28g4l1c_phy_u0/BLOCK_BUFFER_IN_CLK_17/A, in, 1.215524, 1.213313, 1.215524, 0.200000,1.0155
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445103/A, in, 1.170101, 1.102376, 1.170101, 0.200000,0.9701
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_386/A, in, 1.170105, 1.102377, 1.170105, 0.200000,0.9701
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445105/A, in, 0.954969, 0.939136, 0.954969, 0.200000,0.75497
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_392/A, in, 0.954973, 0.939134, 0.954973, 0.200000,0.75497
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln2_rx_i/pll_clk_ATibuf_i101/A, in, 0.894620, 0.890358, 0.894620, 0.200000,0.69462
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,esi_dft_occ_wrap_SERDES_scan_clk_ln2_rxdiv_i/pll_clk_ATibuf_i101/A, in, 0.875525, 0.876267, 0.876267, 0.200000,0.67627
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_389/A, in, 0.862183, 0.812169, 0.862183, 0.200000,0.66218
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode458722/A, in, 0.862182, 0.812171, 0.862182, 0.200000,0.66218
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,BLOCK_BUFFER_OUT_387/A, in, 0.770343, 0.756436, 0.770343, 0.200000,0.57034
data_trans2.lifcc.SH.SigCmaxDP_ErPlus_modRvia_125c.setup.func.noxtalk.noocv.rpt,diode445108/A, in, 0.770340, 0.756433, 0.770340, 0.200000,0.57034
